time,open,high,low,close,volumefrom,volumeto,MA7,MA21,EMA,RSI,day_of_week,month
2020-01-05,7348.63,7488.87,7312.22,7355.4,5942.01,44130244.07,7220.221428571429,7200.064761904762,7253.870244732835,44.29256143297757,6,1
2020-01-06,7355.4,7805.0,7343.17,7764.63,11770.43,89099336.42,7298.311428571428,7242.33142857143,7302.514030948755,64.28841286032718,0,1
2020-01-07,7764.63,8216.0,7723.0,8158.52,19857.46,158197924.8,7440.139999999999,7315.755238095238,7384.038408953636,73.45256327060352,1,1
2020-01-08,8158.52,8469.39,7845.0,8045.51,23927.68,196389133.95,7564.594285714285,7351.944761904763,7447.035703339004,71.5898338873794,2,1
2020-01-09,8045.51,8048.67,7744.48,7813.78,9477.66,74772090.44,7688.702857142857,7383.5952380952385,7481.963731592432,64.04407798412575,3,1
2020-01-10,7813.78,8199.77,7671.0,8198.09,13419.7,106514854.58,7812.080000000001,7431.599523809524,7550.166233345533,68.75487454208847,4,1
2020-01-11,8198.09,8290.0,8000.01,8020.0,7557.37,61452951.81,7907.99,7473.360952380953,7594.912306360245,63.48390007330965,5,1
2020-01-12,8020.0,8185.0,7963.25,8180.81,3920.74,31777873.83,8025.905714285714,7505.158571428572,7650.712086706888,64.5318308295661,6,1
2020-01-13,8180.81,8195.81,8041.95,8104.5,6678.03,54105551.55,8074.458571428571,7542.954285714286,7693.929983210994,66.73930119790327,0,1
2020-01-14,8104.5,8893.69,8104.5,8815.69,27075.81,232468578.09,8168.340000000001,7617.272380952381,7800.764270524232,74.94760906839397,1,1
2020-01-15,8815.69,8900.0,8550.0,8808.81,14977.62,131170127.17,8277.382857142857,7694.257619047619,7896.7686257124005,74.72633534434242,2,1
2020-01-16,8808.81,8850.0,8580.0,8714.76,9265.76,80379496.89,8406.094285714285,7766.66857142857,7974.672566120743,77.91493684303504,3,1
2020-01-17,8714.76,9013.0,8665.67,8899.42,15447.37,137089903.03,8506.284285714286,7845.410952380953,8062.74375029972,76.38974608024657,4,1
2020-01-18,8899.42,8980.0,8800.1,8909.32,5600.22,49831015.8,8633.33,7921.918095238095,8143.370059794985,76.3556164994275,5,1
2020-01-19,8909.32,9194.99,8465.0,8697.53,15218.51,134257513.56,8707.147142857142,7984.424761904763,8196.147196957367,71.19699290869751,6,1
2020-01-20,8697.53,8734.84,8504.06,8628.89,5605.81,48421026.44,8782.06,8051.61,8237.360797247142,65.29522946560667,0,1
2020-01-21,8628.89,8774.31,8465.0,8722.03,7520.65,64909757.58,8768.68,8125.719999999999,8283.519768937891,61.16077971566758,1,1
